,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
3463,P00013524,"JORGENSEN, JO[LIB]",C,3,LIB,107174.79,0.0,121384.1,0.0,15798.19,1588.88,0.0,0.0,0.0,0.0,0.0,91129.8,5691.56,00,0.0,,,,,,0.0,0.0,06/08/2022,57.57,0.0,C00718031,P,JO JORGENSEN FOR PRESIDENT,3620 PELHAM ROAD,#300,GREENVILLE,SC,29615.0,34.8568249,-82.2961393
3464,P00014746,"VANACORE, LOUIS DEAN[LIB]",C,3,LIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,11/30/2021,0.0,0.0,C00729970,P,VANACORE FOR WE THE PEOPLE,2998 RUSS ROAD,,MARIANNA,FL,32446.0,30.8481916,-85.231403
3465,P00015289,"MONDS, JOHN[LIB]",C,3,LIB,0.0,0.0,1392.1,0.0,1349.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,C00738773,P,COMMITTEE TO ELECT JOHN MONDS,193 JOSEPH E LOWERY SW,,ATLANTA,GA,30314.0,33.757576,-84.4322449
3466,P00015297,"AVOURIS, AARON PATRICK[LIB]",,3,LIB,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00736686,P,ZERO EXPENDITURE IN THE ELECTION OF AARON AVOURIS FOR PRESIDENT,5219 SOLAR DR.,,SHELBY TOWNSHIP,MI,48316.0,42.690173,-83.0572439
3467,P00015354,"GRAY, PHIL MR.[LIB]",C,3,LIB,8094.93,0.0,8094.93,0.0,0.0,0.0,3869.22,0.0,0.0,0.0,0.0,0.0,4225.71,00,0.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,C00737833,P,FRIENDS OF PHIL GRAY,1504 DEVINE,,TYLER,TX,75701.0,32.3219373,-95.3022234
3468,P20002671,"JOHNSON, GARY / WILLIAM ""BILL"" WELD[LIB]",O,3,LIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150875.26,0.0,00,0.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,C00605568,P,GARY JOHNSON 2016,10 WEST BROADWAY STE 202,,SALT LAKE CITY,UT,84101.0,40.75638,-111.9000649
3469,P40005936,"MAPSTEAD, LARS DAMIAN 8319014600[LIB]",,3,LIB,26972.58,0.0,17860.85,0.0,0.0,9111.73,1707.88,25000.0,0.0,0.0,0.0,25000.0,264.7,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00774109,P,LARS MAPSTEAD FOR PRESIDENT,1840 41ST AVE,STE 102 #253,CAPITOLA,CA,95010.0,36.9761751,-121.9531603
3470,P40007734,"TER MAAT, MICHAEL[LIB]",,3,LIB,111393.77,0.0,33439.76,0.0,0.0,77954.01,107601.0,0.0,0.0,0.0,0.0,0.0,3792.77,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00812966,P,MIKE TER MAAT FOR PRESIDENT,700 SKIPJACK ROAD,,KINSALE,VA,22488.0,38.0491946,-76.5879364
3471,P60008075,"CHAFEE, LINCOLN DAVENPORT MR.[LIB]",C,3,LIB,0.0,0.0,22932.02,0.0,22932.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,03/31/2021,22932.02,0.0,C00733295,P,LINCOLN CHAFEE FOR PRESIDENT,PO BOX 463,,TETON VILLAGE,WY,83025.0,43.5935994,-110.8481709
3472,P00012153,"GERHARDT, ERIK[LP]",C,3,LP,35196.83,0.0,5555.0,0.0,0.0,29736.83,28252.13,0.0,0.0,0.0,0.0,0.0,6944.7,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,,,,,,,,,0.0,0.0
3473,P00012187,"SMITH, DWIGHT STANFORD[NNE]",C,3,NNE,0.0,0.0,1469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00707802,P,DWIGHT SMITH'S CAMPAIGN FOR THE AMERICAN PEOPLE,4600 WEST LIBERTY ROAD,,ANN ARBOR,MI,48103.0,42.261356,-83.8464378
3474,P60016920,"PRAG, CHOMI[NNE]",C,3,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00589762,P,PRAG FOR PRESIDENT,N112 W16298 MEQUON RD.,#131,GERMANTOWN,WI,53022.0,43.2322273,-88.1158549
3475,P60017100,"VALENTINE, JAMES[NNE]",C,3,NNE,0.0,0.0,61.25,0.0,37026.62,36965.37,0.0,0.0,0.0,0.0,0.0,52600.0,0.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00590273,P,VALENTINE FOR PRESIDENT CAMPAIGN COMMITTEE,90 ALTON RD #2507,,MIAMI BEACH,FL,33139.0,25.7798082,-80.1532004
3476,P00010876,"TRAHAN, CHANCE BRADFORD MR[NON]",,3,NON,50929.79,0.0,50929.79,0.0,0.0,0.0,15047.68,0.0,0.0,0.0,0.0,0.0,35882.11,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00699652,P,CHANCE FOR PRESIDENT,5205 BROADWAY ST,539,PEARLAND,TX,77581.0,29.5615544,-95.279739
3477,P00000679,"CARROLL, JERRY LEON[NP]",,3,NP,80.0,20.0,80.0,0.0,2.0,2.0,0.0,60.0,0.0,0.0,0.0,3279.0,0.0,00,0.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,C00214999,P,JERRY CARROLL COMMITTEE FOR PRESIDENT,PO BOX 9079,,STOCKTON,CA,95208.0,36.778261,-119.417932
3478,P00013771,"CARROLL, BRIAN T[NPA]",C,3,NPA,0.0,0.0,300.0,0.0,6133.18,3703.78,0.0,0.0,0.0,0.0,0.0,3566.58,0.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00713172,P,SOLIDARITY COMMITTEE TO ELECT BRIAN CARROLL,3049 E. BIRCH AVE.,,VISALIA,CA,93292.0,36.3755901,-119.2116891
3479,P40006983,"SHERMAN, JASMINE MS.[NPA]",,3,NPA,6313.14,0.0,5830.48,0.0,0.0,482.66,0.0,0.0,0.0,0.0,0.0,0.0,6312.99,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00805697,P,JASMINE SHERMAN FOR PRESIDENT,815 DOBSON DR,,CHARLOTTE,NC,28213.0,35.2860342,-80.7343545
3480,P60019668,"GEORGE, JEFF[NPA]",O,3,NPA,0.0,0.0,0.0,0.0,-11151.21,-11151.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00608653,P,JEFF GEORGE FOR PRESIDENT,1722 HANCOCK BRIDGE PKWY,,CAPE CORAL,FL,33990.0,26.6279897,-81.9447745
3481,P00012211,"HAWKINS, HOWIE[OTH]",,3,OTH,32806.57,0.0,50682.4,0.0,17920.12,109.74,0.0,3700.0,0.0,0.0,0.0,3700.0,24724.32,00,0.0,,,,,,0.0,0.0,12/31/2022,30.3,0.0,C00708024,P,HOWIE HAWKINS FOR OUR FUTURE,POST OFFICE BOX 562,,SYRACUSE,NY,13205.0,43.0052765,-76.1420296
3482,P20003174,"SPONHEIM, DAVID JON[OTH]",C,3,OTH,391.41,0.0,1092.78,50.0,1908.49,1207.12,0.0,0.0,0.0,0.0,0.0,0.0,391.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00499723,P,DAVID JON SPONHEIM FOR PRESIDENT,PO BOX 2696,,OAK HARBOR,WA,98277.0,48.3158559,-122.6285815
3483,P40004665,"HARDISON, CASEY WILLIAM MR[OTH]",,3,OTH,4861.72,0.0,2284.19,0.0,0.0,2577.53,0.0,4430.86,0.0,0.0,0.0,4430.86,430.86,00,0.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,C00768937,P,"CASEY WILLIAM HARDISON FOR PRESIDENT, INC",P.O. BOX 1276,220 W PEARL AVENUE,JACKSON,WY,83001.0,43.3945502,-110.629763
3484,P40005993,"FLOYD, MICHAEL[OTH]",,3,OTH,15192.65,0.0,13515.99,0.0,0.0,1676.66,8952.64,6150.01,0.0,0.0,0.0,6150.01,90.0,00,0.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,C00777508,P,MICHAEL FLOYD FOR PRESIDENT,1143 SE 3RD ST,,CRYSTAL RIVER,FL,34429.0,28.8506055,-82.6672848
3485,P60017852,"ROBERTS, CLIFTON LEE MR.[OTH]",C,3,OTH,1430.0,0.0,5636.23,0.0,4206.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,00,0.0,,,,,,0.0,0.0,09/30/2022,490.0,0.0,C00717140,P,CLIFTON ROBERTS FOR PRESIDENT,9382 WILLOW POND CIRCLE,,ELK GROVE,CA,95624.0,38.427651,-121.3156269
3486,P00010124,"HUNTER, DARIO DAVID[PRU]",C,3,PRU,1414.74,0.0,3729.04,0.0,2314.3,0.0,1351.06,0.0,0.0,0.0,3500.0,3500.0,60.0,00,0.0,,,,,,0.0,0.0,10/15/2021,0.0,0.0,C00697896,P,DARIO FOR AMERICA,340 S LEMON AVE #1332,,WALNUT,CA,91789.0,34.0183544,-117.8549196
3487,P00015537,"SIMMONS, JADE[UN]",C,3,UN,0.0,0.0,508.0,0.0,2925.49,2407.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,11/18/2022,0.0,0.0,C00739573,P,CITIZENS FOR JADE SIMMONS,4501 MAGNOLIA COVE DR,STE 201,KINGWOOD,TX,77345.0,30.0531052,-95.1579431
3488,P00015941,"FLORQUIST, CHRISTOPHER PAUL[UN]",,3,UN,1913.03,0.0,2301.76,0.0,490.0,101.27,1913.03,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,07/17/2022,0.0,0.0,C00745331,P,COMMITTEE TO ELECT CHRIS FLORQUIST PRESIDENT,400 S BROADWAY,APT 823,LOS ANGELES,CA,90013.0,34.0454055,-118.2404535
3489,P00014126,"MEDEIROS, JOHN MANIMAS MR.[W]",C,3,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,05/04/2021,0.0,0.0,C00724898,P,JOHN MANIMAS CAMPAIGN,227 GREEN STREET,,SCHENECTADY,NY,12305.0,42.8119768,-73.950254
3490,P40004368,"RULLAN, JUAN F[W]",,3,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,C00763821,P,PUERTO RICO DISTRICT CAMPAIGN JUAN F. RULLAN,11CALLE ROSALES VILLAS DEL CAPITAN,,ARECIBO,PR,612.0,18.220833,-66.590149
3491,P40004434,"JENKINS, MICHAEL DWAYNE[W]",,3,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00765065,P,MICHAEL DWAYNE JENKINS PRIORITIES PARTY FOR PRESIDENT OF THE UNITED STATES OF AMERICA WORLD UNION PARTY 2024,3183 WILSHIRE BLVD,SUITE #196 E48,LOS ANGELES,CA,90010.0,34.0621476,-118.3158894
3492,P40008716,"MARCELLINI, MARK ROBERT[nan]",,3,,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00826891,P,MARK MARCELLINI FOR PRESIDENT,289 LEOTA AVE.,,SUNNYVALE,CA,94086.0,37.3716472,-122.0231525
3493,P00013045,"POPE SR, WAYNE ANTHONY[DEM]",,1,DEM,7208.89,0.0,0.0,0.0,0.0,0.0,7208.89,0.0,0.0,0.0,0.0,0.0,7208.89,00,,,,,,,0.0,0.0,07/25/2023,0.0,0.0,C00830356,P,WAYNE A POPE FOR PRESIDENT,149 WEST BRIGHTON AVENUE STREET,,EL CENTRO,CA,92243.0,32.7702746,-115.598602
3494,P00013029,"RESCH, SUSAN[REP]",,2,REP,12767.02,0.0,12767.02,0.0,0.0,0.0,12445.06,0.0,0.0,0.0,0.0,0.0,321.96,00,,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00762831,P,SUZIE SCOTT PRESIDENTIAL CAMPAIGN COMMITTEE,244 FIFTH AVENUE,SUITE E103,NEW YORK,NY,10001.0,40.750672,-73.9972808
3495,S2AK00184,"GRAY-JACKSON, ELVI[DEM]",C,1,DEM,161518.33,0.0,161518.33,0.0,0.0,0.0,17376.98,0.0,0.0,0.0,0.0,0.0,141874.68,AK,0.0,,,,,,0.0,0.0,04/13/2022,5935.0,0.0,C00804765,S,FRIENDS OF ELVI GRAY-JACKSON,P.O. BOX 240091,,ANCHORAGE,AK,99524.0,63.588753,-154.493062
3496,S2AK00226,"CHESBRO, PATRICIA[DEM]",C,1,DEM,188577.24,0.0,180946.8,0.0,0.0,7630.44,9131.42,0.0,0.0,0.0,0.0,0.0,178485.81,AK,0.0,,,,,,300.0,500.0,12/31/2022,253.3,300.0,C00815019,S,CHESBRO FOR ALASKA,PO BOX 1311,,PALMER,AK,99645.0,61.6245029,-148.9798933
3497,S2AK00127,"TSHIBAKA, KELLY[REP]",C,2,REP,6011431.63,191714.4,5960179.68,739.2,0.0,51251.95,0.0,0.0,0.0,0.0,0.0,1814.44,5733782.02,AK,0.0,,,,,,73150.5,1500.0,12/31/2022,37734.0,1500.0,C00774570,S,KELLY FOR ALASKA,645 G ST,STE 100-561,ANCHORAGE,AK,99501.0,61.2200184,-149.8557023
3498,S4AK00099,"MURKOWSKI, LISA[REP]",I,2,REP,9319257.3,818871.97,9685516.06,0.0,1023945.22,657686.46,0.0,0.0,0.0,0.0,0.0,0.0,5813100.3,AK,0.0,,,,,,2626699.99,51200.0,12/31/2022,32937.5,3500.0,C00384529,S,LISA MURKOWSKI FOR US SENATE,PO BOX 100847,,ANCHORAGE,AK,99510.0,70.1018857,-149.8673597
3499,S4AK00214,"SULLIVAN, DAN[REP]",I,2,REP,705156.15,22140.51,532255.83,0.0,731743.02,904643.34,0.0,0.0,0.0,0.0,0.0,0.0,528027.21,AK,0.0,,,,,,143750.0,0.0,12/31/2022,275.0,2500.0,C00027466,Y,NRSC,425 2ND STREET NE,,WASHINGTON,DC,20002.0,38.9050256,-76.9836072
3500,S2AK00176,"STEPHENS, JOE TRUMP AKA NOT MURKOWSKI[AKI]",C,3,AKI,70.76,0.0,70.76,0.0,0.0,0.0,70.76,0.0,0.0,0.0,0.0,0.0,0.0,AK,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00787093,S,JOE STEPHENS SENATE CAMPAIGN,"3609 TONGASS AVENUE,",#5416,KETCHIKAN,AK,99901.0,55.5404054,-131.1053465
3501,S0AK00196,"GROSS, AL DR.[IND]",C,3,IND,419635.43,7615.67,446466.29,175216.9,26830.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.02,AK,0.0,,,,,,0.0,0.0,09/30/2022,508.34,0.0,,,,,,,,,0.0,0.0
3502,S2AK00218,"GUNGURSTEIN, SHOSHANA[IND]",C,3,IND,32700.0,0.0,32479.91,0.0,0.0,-44.0,5200.0,18900.0,0.0,0.0,0.0,0.0,8300.0,AK,0.0,,,,,,0.0,0.0,11/11/2022,0.0,0.0,C00816702,S,GUNGURSTEIN FOR SENATE,PO BOX 21876,,JUNEAU,AK,99802.0,63.588753,-154.493062
3503,S0AK00121,"MILLER, JOSEPH W[LIB]",C,3,LIB,2.82,0.0,47.76,0.0,55099.87,55059.65,0.0,0.0,0.0,0.0,0.0,35152.73,0.0,AK,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00522730,S,CITIZENS FOR JOE MILLER,"250 CUSHMAN STREET, SUITE 2A",,FAIRBANKS,AK,99701.0,67.0945453,-149.3360118
3504,S2AK00168,"THORNE, SEAN MICHAEL[LIB]",C,3,LIB,4842.49,0.0,4842.49,129.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4739.01,AK,0.0,,,,,,0.0,103.48,08/26/2022,100.0,0.0,C00784892,S,SEAN THORNE FOR SENATE,1120 HUFFMAN RD STE 24 #821,,ANCHORAGE,AK,99516.0,61.0794863,-149.7100377
3505,S2AK00135,"LEE, HUHNKIE[REP]",C,3,UN,33534.57,0.0,25244.57,0.0,0.0,8290.0,7213.97,0.0,0.0,0.0,0.0,0.0,26320.6,AK,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,,,,,,,,,0.0,0.0
3506,S2AL00236,"JACKSON, LANNY EDWARD MR.[DEM]",O,1,DEM,48.25,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,5792.75,48.25,AL,0.0,,,,,,0.0,0.0,05/24/2022,0.0,0.0,C00813022,S,LANNY JACKSON CAMPAIGN,1011 41ST STREET ENSLEY,,BIRMINGHAM,AL,35208.0,33.4968185,-86.8792979
3507,S2AL00251,"BOYD, WILLIE EUGENE DR. JR.[DEM]",O,1,DEM,134567.28,0.0,121509.06,0.0,0.0,13058.22,5259.21,5400.0,0.0,0.0,0.0,5400.0,112153.96,AL,0.0,,,,,,4000.0,5900.0,12/31/2022,5800.0,0.0,C00803254,S,WILL BOYD FOR SENATE,1012 GRAND OAKS DR,,BESSEMER,AL,35022.0,33.3228492,-86.9714578
3508,S6AL00302,"CRUMPTON, RONALD (RON) STEVEN[DEM]",C,1,DEM,0.0,0.0,0.0,0.0,5.76,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00575530,S,CRUMPTON FOR ALABAMA,1874 TRAIL RIDGE DRIVE,,PELHAM,AL,35124.0,33.3218992,-86.7421768
3509,S0AL00206,"BYRNE, BRADLEY ROBERTS[REP]",C,2,REP,2642.96,0.0,13066.9,0.0,14357.07,3933.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00697417,S,"BYRNE FOR SENATE, INC.",PO BOX 3887,,MONTGOMERY,AL,36109.0,32.3889575,-86.2421481
3510,S0AL00230,"TUBERVILLE, THOMAS H[REP]",I,2,REP,1077554.32,31941.07,1115622.93,0.0,173479.84,135411.23,0.0,0.0,0.0,40041.37,0.0,160520.06,794814.75,AL,0.0,,,,,,232850.0,0.0,12/31/2022,11850.0,0.0,C00701672,S,"TUBERVILLE FOR SENATE, INC.",PO BOX 590012,,BIRMINGHAM,AL,35259.0,32.318231,-86.902298
3511,S0AL00263,"MOONEY, ARNOLD[REP]",C,2,REP,0.0,0.0,3721.1,0.0,3721.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,C00705269,S,ARNOLD FOR ALABAMA,PO BOX 361785,,BIRMINGHAM,AL,35236.0,32.318231,-86.902298
3512,S0AL00289,"MERRILL, JOHN H[REP]",C,2,REP,0.0,0.0,71694.56,0.0,297530.34,225835.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,19500.0,0.0,C00709477,S,FRIENDS OF JOHN H MERRILL FOR U S SENATE,PO BOX 183,,HUDSON,WI,54016.0,44.9811167,-92.69486
3513,S2AL00137,"BLANCHARD, LYNDA[REP]",O,2,REP,6663585.36,0.0,6663585.36,0.0,0.0,0.0,1049323.66,5111000.0,0.0,5001000.0,0.0,0.0,493692.95,AL,0.0,,,,,,5000.0,0.0,12/06/2021,236100.0,0.0,C00770859,S,"LYNDA BLANCHARD FOR SENATE, INC.",PO BOX 241331,,MONTGOMERY,AL,36124.0,32.318231,-86.902298
3514,S2AL00145,"BRITT, KATIE BOYD[REP]",O,2,REP,11452928.7,711044.04,9744197.22,95955.14,0.0,1708731.48,0.0,0.0,0.0,0.0,0.0,30327.0,9080849.3,AL,0.0,,,,,,1605560.0,51200.0,12/31/2022,29611.21,1300.0,C00772954,S,BRITT FOR AL SENATE REPUBLICAN NOMINEE FUND 2022,PO BOX 9891,,ARLINGTON,VA,22219.0,37.431573,-78.656894
3515,S2AL00152,"TAYLOR, JESSICA[REP]",O,2,REP,291043.76,0.0,287559.63,0.0,0.0,3484.13,0.0,0.0,0.0,0.0,0.0,175990.61,290379.24,AL,0.0,,,,,,0.0,0.0,12/31/2022,46431.0,0.0,C00784066,S,JESSICA TAYLOR FOR SENATE INC.,PO BOX 381864,,BIRMINGHAM,AL,35238.0,32.318231,-86.902298
3516,S2AL00160,"SCHAFER, JACOB MARC[REP]",O,2,REP,3768.48,0.0,3667.29,0.0,0.0,101.19,0.0,0.0,0.0,0.0,0.0,0.0,3768.48,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00785527,S,JAKE SCHAFER FOR SENATE,8717 ROSEDOWN LN,,DAPHNE,AL,36526.0,30.6111066,-87.8596239
3517,S2AL00202,"DURANT, MICHAEL[REP]",O,2,REP,10033387.38,0.0,10033387.38,0.0,0.0,0.0,0.0,9450000.0,0.0,4968351.36,0.0,0.0,570090.81,AL,0.0,,,,,,7000.0,0.0,09/30/2022,117395.0,0.0,C00791913,S,DURANT FOR SENATE,PO BOX 11548,,HUNTSVILLE,AL,35814.0,32.318231,-86.902298
3518,S2AL00228,"DUPRIEST, KARLA[REP]",O,2,REP,4900.0,0.0,4900.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,4700.0,AL,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,C00799668,S,KARLA DUPRIEST FOR U.S. SENATE,5319 HIGHWAY 90 W,SUITE 102 PMB 128,MOBILE,AL,36619.0,30.5960868,-88.1966366
3519,S6AL00013,"SHELBY, RICHARD C[REP]",I,2,REP,22602.85,0.0,4323041.85,0.0,9764269.18,5463830.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00193623,S,SHELBY FOR U.S. SENATE,PO BOX 1091,,TUSCALOOSA,AL,35403.0,32.318231,-86.902298
3520,S6AL00195,"SESSIONS, JEFFERSON B[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,C00306704,S,FRIENDS OF SESSIONS SENATE COMMITTEE INC,3350 BOXWOOD DRIVE,,MONTGOMERY,AL,36111.0,32.3365792,-86.2713244
3521,S8AL00308,"STRANGE, LUTHER J III[REP]",I,2,REP,0.0,0.0,14751.65,0.0,59044.85,51043.2,0.0,0.0,0.0,0.0,0.0,179329.61,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00629451,S,STRANGE FOR SENATE,PO BOX 3670,,MONTGOMERY,AL,36109.0,32.3889575,-86.2421481
3522,S8AL00381,"BROOKS, MO[REP]",O,2,REP,3615102.95,0.0,4750635.47,0.0,1137501.18,1968.66,0.0,0.0,0.0,0.0,0.0,0.0,3392131.66,AL,0.0,,,,,,93500.0,0.0,12/31/2022,329546.0,5500.0,C00464149,S,MO BROOKS FOR SENATE,7610 FOXFIRE DR.,,HUNTSVILLE,AL,35802.0,34.6682121,-86.5588818
3523,S0AR00218,"WHITFIELD, DANIEL ALLEN[DEM]",C,1,DEM,33701.87,0.0,54001.93,0.0,20309.16,9.1,0.0,5000.0,0.0,0.0,0.0,5039.84,28376.35,AR,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00726422,S,DANWHITCONGRESS,31 ALLONBY CIR,,BELLA VISTA,AR,72714.0,36.4672988,-94.2209029
3524,S2AR00115,"JAMES, NATALIE[DEM]",C,1,DEM,81480.89,0.0,81265.58,0.0,0.0,215.31,0.0,10109.57,801.05,5000.0,0.0,5910.62,69437.27,AR,0.0,,,,,,1000.0,75.0,12/31/2022,15.0,0.0,C00778993,S,JAMES FOR ARKANSAS,P.O. BOX 17200,SUITE 300-111,LITTLE ROCK,AR,72223.0,34.7888135,-92.5113686
3525,S0AR00150,"BOOZMAN, SEN. JOHN[REP]",I,2,REP,6769987.02,718744.84,6784608.71,0.0,906841.37,892219.68,0.0,0.0,0.0,0.0,0.0,0.0,3225487.7,AR,0.0,,,,,,2768717.33,54700.0,12/31/2022,24550.0,19500.0,C00476317,S,BOOZMAN FOR ARKANSAS,PO BOX 671,,ROGERS,AR,72757.0,35.20105,-91.831833
3526,S2AR00073,"LOFTIS, HEATH PASTOR[REP]",C,2,REP,39678.45,0.0,40178.45,0.0,100.0,0.0,22452.25,0.0,0.0,0.0,0.0,0.0,16390.49,AR,0.0,,,,,,0.0,100.0,05/25/2022,0.0,0.0,C00768820,S,HEATH LOFTIS COMMITTEE TO ELECT FOR US SENATE,P.O. BOX 746,,STUTTGART,AR,72160.0,34.4277434,-91.5286991
3527,S2AR00081,"MORGAN, JAN[REP]",C,2,REP,622788.57,0.0,622788.57,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,615982.17,AR,0.0,,,,,,0.0,0.0,07/27/2022,2135.0,0.0,C00771634,S,JAN MORGAN FOR US SENATE,1225 BLACKSNAKE RD,,HOT SPRINGS,AR,71913.0,34.4480829,-93.0955649
3528,S2AR00099,"DEEL, MICHAEL[REP]",C,2,REP,16225.5,0.0,16119.49,0.0,0.0,106.01,16071.45,0.0,0.0,0.0,0.0,0.0,154.05,AR,0.0,,,,,,0.0,0.0,09/30/2021,155.42,0.0,C00777805,S,CITIZENS FOR MICHAEL DEEL,PO BOX 11167,,FORT SMITH,AR,72917.0,35.20105,-91.831833
3529,S2AR00107,"BEQUETTE, JAKE MR.[REP]",C,2,REP,1395154.14,0.0,1390350.93,0.0,0.0,4803.21,43800.0,0.0,0.0,0.0,0.0,14953.71,1347651.37,AR,0.0,,,,,,2000.0,0.0,12/31/2022,247220.0,0.0,C00784272,S,BEQUETTE FOR ARKANSAS,P.O. BOX 7660,,LITTLE ROCK,AR,72217.0,35.20105,-91.831833
3530,S4AR00103,"COTTON, THOMAS[REP]",I,2,REP,4878968.62,1368642.23,3492022.96,300.0,6396952.99,7783898.65,0.0,0.0,0.0,0.0,0.0,73959.0,3356793.15,AR,0.0,,,,,,122000.0,0.0,12/31/2022,3000.0,0.0,C00695353,N,DEFEND THE SENATE,228 S WASHINGTON STREET SUITE 115,,ALEXANDRIA ,VA,22314.0,38.8068603,-77.0564394
3531,S0AR00226,"HARRINGTON, RICKY DALE MR. JR[LIB]",C,3,LIB,1185.35,0.0,16712.54,10467.37,15527.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,AR,0.0,,,,,,0.0,0.0,03/11/2021,0.0,0.0,C00741124,S,HARRINGTON FOR SENATE ELECTION CAMPAIGN FUND,104 MAIN,,PINE BLUFF,AR,71601.0,34.1793526,-91.8926509
